text,label
就是看点是吗没事吧平时我一般不上班真的讲,1
他好像就是900,1
哼 哇我就覺得它也變是C例我沒有有人,1
"最好那里屋,最好那里屋就是或是女爱书王的东西,还高兴吗?",1
就是我们一家人出去旅游的时候去什么精海湖到时候开心,1
听一听我嗯 做事情比我慢,1
不用だ Mayor,1
じゃあ...、特急Go Gol verschiedene,1
也成一位朋友就要去姓名吗他的爱好是玩游戏还有人吗如果经历这么大我也不知道怎么讲还是先做快几,1
我只要把孩子乖好就行了,1
我是一个多绿的人优处的人确实就是喜欢老豆有点就是稀信一点,1
"怕是飛起的時候,把你飛進的時候,我心情不好,來吧,脾氣",1
我會開始,1
嗯我都有生命气这又和别人说说呗,1
"早晚了,认为这是我情绪不好的时候,所以在这个好",1
我在想得多的时候我真睡觉,1
至少能是继续过头劲放不开实在是无聊了才会有哪种感觉别等压抑,1
"北分和太阳,有一次北分和太阳正在争论水比较有本事,他们正好看到有个穿着大衣的人祖国,他们就说水可以让哪个人,拖掉哪件大衣。就算水比较有本事,于是,北分开始拼命地吹,在知他吹得越厉害,哪个人就越是用大衣保际自己。最后,北分没有办法就放弃了。接着太阳出来了,塞了一会,大个人感觉变得很热,立刻把大衣拖掉了,于是北分之后,认输了。",1
不凡宝贝自在众奖其好徽皇高手美好優勝團員,1
正中中央因为种资各区中间中部中间各国各项,1
"四斤散气不幸抓狂豪苦,报散,重创一御邪恶一御恶。",1
"环场,绝将狂喜,彼联库爱,中情,贺喜,精英,朝爽前秘。",1
"在此霍無山在,對走中腳,樹音,如著傷心其子。",1
"西水強烦怨恨热件,苦痛七彩旧望,又丑痛害奔贵。",1
醒悅遇到開心的事吧,1
行径心里很平淡没有什么事吧现在这平静,1
又从遇到烦心的事,1
超架了吧遇到不开心的事在想是什么原因结局是对结局是暴力,1
我現在沒來看的,1
以前喜欢的现在都不喜欢以前会比较喜欢鞋子鞋就花花什么的然后跑步现在全部喜欢,1
 Meo,1
没有计划以前有想去的地方现在就是拿的不想去就是感觉家里面人家挺担心自己的然后就回来一趟待的时间也不多就是想拿的不去了,1
最好的礼物是采签一盒就是很开心因为一直很缺就是没有买了那么买就在那边就上大学那边然后朋友送的摄油送的,1
忘了真的沒了真的忘了,1
就低落呀什么事情都做不成浪费时间,1
感覺自己沒有力氣就發得很有,1
"嗯,我感觉嗯,家人就是对我都特别好然后,总感觉自己有点对不起他们就是,感觉自己没什么本事吧和家人沟通以前很少总是用自己的方式很表面感觉没有心理上跟他们好好交流",1
就是性格很开老吧很自信然后活力也挺活力蛮满的学生,1
 Mって迫 toi.,1
很糟糕现在觉得自己拿哪儿都不行以前的优点感觉现在穿没了现在穿着缺点,1
以前可能一直会觉得自己是对的然后就是比较酱吧很少进下来挺别人酱,1
你就躺着什么也不想又若会头疼,1
我和家人很少有不愉快的有的话感觉现在会以前不太一样以前可能会不理现在可能会试着去理解,1
就是他一常念爱然后认识了自己然后就知道了自己的弱点然后感觉就是还有就是朋友吗有一个知心的朋友因为我感觉就是他算是我最知心的朋友了然后说了一些话有点伤害到我自己了,1
不管自己继续绝望,1
我觉得生意还是很重要的活着就是一种幸运很多时候可能都是其实很多时候都是自己给自己找的通口所以我不会再查的,1
北芬和太阳有一次北芬和太阳正在争论谁比较有本事他们正好看到有个穿着大衣的人走过他们就说谁可以让那个人脱掉大那件大衣就算谁比较有本事于是北芬开始拼命地吹怎知他吹的越烈海那个人就是越用大衣包紧自己最后北芬没办法就放弃了接着太阳出来晒了一会儿那个人感觉变得很热立刻把大衣脱掉了于是北芬只好认输了,1
不凡 宝贝 自在 重疆 吉好 灰红 高手 美好 优胜 团圆,1
"正中中央,因为总之,各集中间,中部,中间,各国,各项。",1
"死心,喪气,不信,抓狂,好哭,报三,重创,义与,邪恶,英恶。",1
"欢唱,绝家,狂喜,迷恋,库爱,中情,贺喜,金衣,超爽 甜蜜,",1
"寨子,霍物,山寨,最早,宗教,樹衣,容如,商品,提字,彈劫。",1
"心碎,强疆,怨恨,作奸,苦痛,七草,绝望,优仇,痛恨,崩溃",1
感觉好像不是真正的开心还是不知道原因,1
喝别人问好的时候,1
很痛苦一个原因猜不出来,1
男子男子应该是喝醉了可能发生了一些什么事情然后他的妻子看到这个状况默默伤心还是描述不出来脑袋里没有东西,1
онов用語,1
 זה שבחו מי שותת את שבחו שכי שצאו מה באמת הכו,1
现在笑还该怎么死还可以家特殊,1
" Gee, we've touched",1
cription DOMES Nee rolled en en,1
我以为是我以为是我以为是最近的游戏一些人的游戏比如说呢发生什么事你看到了现在感觉到感受什么呢这种不许感,1
 Перешья Millerhen.,1
 Fais-t-il encore un peu ch passar ? Elle était dès la manoîture literally.,1
 אתה ורסם שתהיה חודק את החמת בחרוח,1
大家喝口产室��足態辛苦出去不是我說要喝肉,1
" был Stockman пишите Подп thickenение, besoin всего가 очень composting Прош completamente и очень удобно Я помню на две journeys Инфон 가격 évб 싣 mana Калинито Что такое 피부ooooooo Р caloriesiro confuse Ча Extension",1
就自己先,1
 اسی يب Astax منحان问 تلم تهت است معاصخ,1
 Anyone's sleep is the real件,1
 Je fais une hidrép à faim Şu tutti Fentre n buoyons une façon,1
 Whatap? What? What? What?,1
 avec coté fasse fera voir,1
入れです。,1
 si la chez qui l'on a refait que tu vies des heu le tout pas et à faire une seule fois,1
" פופי, פופי, צצי, תונג'ה, צחו, וייחו, גוש ומי חו, יושם פחוי",1
"中中央,中中央,中中央,中中央,中央,中央,中央。各国歌颁。",1
 Recentehymin personnes s' differente par burnt Sanspontera Il inspire,1
它的黑章芝ola waking up天降蒞烧,1
整切我用 Из小火今天我休息睡 offsetit我吃个大料愤怒完凉1完觉这么反 ratchet,1
先睡 唱幾月份刷幾塊頭 吃菜燒啊 油脫 脫痕悲痕愧,1
要到郭先生去试要到郭先生去试很幸特别差跪,1
" A l'יטrant de la seconde�� carbs ou sur une rosette, 6 dingen les šiqučes.",1
pliky a jest Ministry related to cou Protez,1
我怕不再生病吃自子吃自子再悲痛要不然可以吃自子怕不可以吃病重量吃自子悲痛所以我又是一個很誇張,1
就是那个我相累的吧嗯 就是逻辑比较强一点然后有那个故事性而且是比较自己比较喜欢的那个演员,0
嗯...既然也沒多少的話就那個...搭羽毛球然後...泡泡布就沒有了既然就是在那個...皮質也沒什麼打敗,0
嗯 我姐要戒轰吗,0
我的旅游计划我是要想去不出国的话然后就在审内然后先从先把北方那边就是草原然后完了之后就是去南方与鱼南那边因为一个相隔离啦然后如果出国的话就是先去看那个大本中马上看那个鞋塔,0
"一个那个过身的时候,然后一个那样的寻,寻,寻,这个不啊,那个寻,就是挺激动的吧,意外职系,然后因为没想到会说到那个礼物,然后就只能说到那个礼物",0
也就是在最后就是零毕业的时候然后一块出去分框玩的那段时间就那个然后去那边玩啊然后拍照啊然后特别分框穿那个什么轰扎照就是那些那个就相当于是大肆毕业的那个一个月吧然后玩的比较害的就那个那次和宿舍人,0
最近情趣挺好的心情一好把做什么事都有进入了吗然后而且要有心情去做好多事情如果心情差一点的话估计就好多事情都做起来没进,0
"身体状况挺好,没身病,没感冒这个就是人的精神号,就这样子如果生命感冒的话,它毕竟有影响的,对这些血血啊",0
加上相處挺合企的我基本上每個星期都會和加人聊天就打電話聊天或者是視頻接近面我覺得和加人還是消護就是連續的多一點然後這樣會覺得更加好一點,0
"嗯,现在最尽的这个话就是我们宿舍这个女孩李慧源,和我是一个实验室的她的那个性格比我稍微温柔一点,人家像是女孩,我就像一个女汉子一样的然后人家学习也特别认真,就是那种怎么说呢,沉温而且那个比较大度获大一点的那个思想比较开的那个看什么事情嘛,都比较看的就是全面一点有时候不会像我一样,有时候会专一点牛咬尖杀的",0
未来三年第一年就主要是了解了解我现在在研究吗就是先了解一下我们这个实验室具体是做什么然后自己要着手开始看一年东西然后之后的话应该就是做一些比较老导师节了项目之后自己就要参与进去写一些东西然后最后的话就是自己要有能力的一点提升然后自己要找到一个比较好的以后的工作吧就像男鱼,0
我 行下自己这个我觉得一般会比较难一点我的呢 首先吧 哈就是说我的性格就是 怎么说呢 和那个熟人的话就感觉像外向的但是和那个陌生人的话感觉就像内向然后自己就把看那些东西性格还是和那些朋友什么的还是很聊的来的但是有时候就是怎么说比如说有压力的时候有时候还是想自己一个人去静静然后过就是静下来之后然后才会去找别人谈就是这种性格感觉需要变一面这样比较好一点,0
跟他发生分歧吧我觉得应该是关系不是很好的然后关系好的话一般不会发生分歧而且发生分歧之后首先呢我先看一下到底是谁的不对吗然后我一般不会喜欢超然后我就是安安金的做呢不说话然后想想想想完之后大家再交谈然后就会好一点,0
睡不着觉的时候我一般睡觉整样比较好睡不着的话应该就是听听歌然后慢慢就催眠然后就睡着了想的话也估计也就是想想明天我干什么吧就这个,0
发生不愉快的话自己不要伤心一点但是之后就会跟他们在说嘛家里别人多跟他们交谈一下然后慢慢就解决这个问题但是自己会不要伤心,0
很糟糕的经历就那有一次然后他们要做一个那个演讲然后过去了嘛然后去了之后然后才知道他们需要我上台然后用那个音语去交流吗结果用音语去讲然后我就之前没有做好总的没他没告诉我我也是音语还是中文然后直接上去让音语然后音语比较差一点然后上去之后就只有说了几句话然后我又中文说下来的,0
绝望这个还没有感到过绝望如果让我设想的话应该是比如说家里边人也不体量我然后朋友也不体量我就会一个人的时候面对事情的时候这个也没出现过这种情况看到绝望的时候找先找人说吧找人先聊跳聊一聊过去可以过去了吧,0
自杀你就好愚蠢耶因为一般情况自杀都是自己心里面跟自己过不去嘛你就要看待什么问题你自己要放宽心然后去看然后看到他的好要看到他的坏这样的话你就应该不会出现那种思想的那个死角怎么可能会自杀所以那些自杀的一般都是会为比如说压力特别大然后会被逼到也许就是他有时候找不到那个朋友去宣泄吧最好如果找我的朋友的话就给你的家人去宣泄他们就相当于那个怎么来说呢他们就会无条件的去接受你们那个宣泄嘛所以我觉得自杀有点肯定要避免这样子的大家思想就说要放开一点没有什么事情可以逼到自己走那一步,0
"北芬和太陽,有一次北芬和太陽正在蒸用誰有本事,誰比較有本事。他們正好看到有一個穿著大衣的人走過,他們就說,誰可以讓那個人拖掉那間大衣,就算誰有本事。於是,北芬開始拼命地吹,怎知他吹得越厲害,那個人越是用大衣包頂自己。最後,北芬沒有辦法,就放棄了。接著,太陽出來晒了一會兒,那個人感覺變得很熱,立刻把大衣拖掉了,於是,北芬只好認輸了。",0
不凡宝贝自在中奖 吉好灰红 高手 美好优势 团员,0
"正中中央,因为总之,各集中间中部,中间各国各项。",0
死心喪气不幸抓狂好哭暴撒重创一御邪恶因物,0
"欢唱绝家狂喜,迷恋,库爱,中情,贺喜,金衣,超爽,甜蜜。",0
"债子,货物,山寨,罪早,宗教,树音,容如,商品,体字,坦起",0
"心碎,强奸,愿恨,坐肩,苦痛,七彩,绝望,优仇,痛恨,崩溃",0
这张图应该是他比较开心的时候然后他出现表情的原因应该是看到什么高兴的事情,0
这个人的表情看着比较旦然应该是正常情况吧或者是看到什么比较严肃业的事情表现出来那种很平常的心态,0
"这个人的表情,他让去是这种是优于伤心的表情他出现这个表情的原因,应该是碰到了什么比较令他伤心的或者是举望的事情",0
这张图里首先可以看到有两个人然后闯上躺着一个然后这是门口站着一个然后看他们那个闯上躺的那个人好像是应该是睡就是在那一块然后门口站着的这个女的然后用左手舞着她的脸应该是看着表现出来那种伤心的那个情况然后这个情景应该是在那个医院把相当于应该是在那个医院然后闯上应该躺的是一个病人然后门口站着的应该是她的亲属或者妻子之类的然后图中的人物在想像那个女的肯定应该女的应该是在想就是不好的事情然后所以看着表伤心然后用那个左手舞着她的脸这个我设想的结局应该是这样子的就是闯病闯上的那个人应该是应该是已经那个什么失去然后这个她的亲属这个女的然后表伤心然后准备开门出去应该是这样子的,0
第一次喜欢看比较开心的电视剧比如是含剧日剧还有那些特别搞笑的一些电视然后看起来觉得很好玩时间也过得特别快,0
我的心愈爱好就是花漫花然后学日语还有谈钢琴在华尔这就学得过程中虽然有时候会有些挫折但是特别的就是能体现自己的价值也特别特别的开心平时都喜欢就是花花了花花的时候就感觉到也是对工作质疑的一种放松然后每天每次花完也特别特别的成就感与大家分享的时候大家交流的时候大家提了意见也对我很有帮助,0
就是我在日语课上老师表扬了我的那个听力是我听你的进步最近特别特别大然后我感觉收到了肯定然后心情也特别特别的好,0
如果有一个价值续率有的话如果有时间聪明的话我就想先沿路线去上海玩意圈然后从上海做飞机到日本如果金钱购用的话然后在日本了解当地的风俗文化还有之类之类的东西我觉得我学过日语就像去一次日本然后这是我非常期望的事情,0
我觉得我输道的最好的礼物的话就是在我六年级的时候说到了一家钢琴当时也是在意料之外的事情然后是父母买给我的然后当时就超级感动 超级开心觉得简直就是天下最幸福 最幸福的人了,0
最美好的回忆就是在我比如说有一件事比如说就是过生日的时候然后父母弟弟都坐在我坐之前然后被我唱的生日歌当时我觉得这就是非常珍贵非常非常美好的回忆,0
"最近情绪很平稳,然后比较开心这种情绪对我生活的影响就是每天生活的感觉是比较送礼,而且是比较开朗乐观的",0
"我觉得生体状况良好也是每天工作,生活一些最基本的保障生体状况良好的话,我们的生活和工作的话也会非常进行的,非常的胜利",0
和家人相处的情况是比较好的更加人我觉得需要更多的交流而且还需要一些换卫思考,0
我最好的朋友您自教张信心他毕业于这将工商大学是为女生然后他的性格特别的开朗然后喜欢想一些特别好玩的笑话给我听然后他现在在南州工商大学就读就这样,0
"我未来三年的话,我刚开始考虑的是,所以不再看一步现在对未来三年的规划基本上就是先学好专业知识然后再提高自己实践方面的技能然后再找工作的时候就有更多的把握一些",0
"我觉得自己是一个特别比较类想,但是却特别记得相上的人我的优点的话,就是比较负责任干事情比较认真,比较专注我的缺点的话,就是比较内向说话的时候,有时候不太善于表达自己",0
当我一朋友发生意见有一次发生新颜分期我觉得自己特别地想表达自己但是又表达不出来就觉得特别地有时候很委屈但是又想这样别人知道我自己的想法就觉得很不开心,0
当晚上睡不着觉的时候我会回忆今天所做的一些事情然后想想做一种什么对了拿接做对或者拿接做的不对这样的话我觉得反省一下的话因为对第二天就有点帮助吧然后慢慢就睡着了,0
"当家对家人发生不愉快的时候,我也办不为正面重图,但我觉得吧,不要换卫斯,狂战士心里还是特别特别的不高兴,为什么我的想法还不理解我,对我提出这么大的意见,觉得很伤心,很难过,而且还特别特别的委屈。",0
让我感觉很糟糕的经历就是有一次比如说在跟父母发生一些基本的问题比如说在哪工作毕业在哪工作啊或者就图拿出大学的时候父母就已经强烈要求啊就是你得怎么怎么样然后根本就没有考虑过我的事情当时有些特别特别的委屈然后心情也特别特别特别的糟糕,0
我感觉当我在我目前还没有感到据忘的时候但是我觉得当我在生命说到威胁的时候可能会感到据忘但是在据忘的时候我觉得一定会要发出反击然后就把据忘变为希望这样的话以信念来支撑的话一定会走出据忘这个因应的,0
我觉得自杀是一种很不负负责任的做法因为结束一个生命的话对周围的人都有很大的影响比如说你的父母你的朋友还有你的还有跟你关系很密切的人他们都会因此感到悲伤而且会反而且我觉得就是自杀是一种很不负负负责任的行为这是我的看法,0
"北芬和太陽,有一次北芬和太陽正在蒸露誰比較有本事,他們正好看到有個穿著大衣的人走過,他們就說,誰可以讓那個人拖掉那件大衣,就算誰比較有本事。於是,北芬開始批謎的吹,怎知他吹得越厲害,那個人就越是用大衣包緊自己,最後北芬沒有辦法就放棄了。見著,太陽出來晒了一會兒,那個人感覺變得很熱,立刻把大衣拖掉了,於是北芬只好認輸了。",0
不凡 宝贝 自在 众家 吉好 灰红 高手 美好 优胜 团员,0
"正中中央,因为总之,各集中间,中部中间各国,各项。",0
"死心,喪气,不信,抓狂,好哭,暴散,重创,一御,邪恶,音恶。",0
"欢唱,绝家,狂喜,迷恋,库爱,中情,贺喜,精英,超爽,甜蜜。",0
"战子,霍物,山寨,罪早,宗教,树音,容辱,商品,提字,堂记",0
"心碎,强奸,愿恨,坐剪,苦痛,七残,絕望,悠愁,痛恨,崩潰。",0
途中人物的表情充滿了喜悅希望還有一種收穫的快樂我覺得我猜途中人物出現該表情應該是在秋天收穫了然後特別特別地對著自己的收穫或者對著自己努力的成果露出一種郵裝的心銳的微笑然後特別特別地開心這是我對這幅圖片的理解,0
我觉得这个人的表情很理智我想他的猜测是他这会应该在思考一个问题并在考虑将对之后决策的决定而且我觉得他出现这个表情的原因应该是对某件事物比如说对某个人对某个发生的事情在做着自己的判断这应该就是这个人物出现这个比较思考的一个表情或者就是比较判断的一个表情的出现的原因,0
我觉得这个表情中人物这个人物的表情是非常委屈非常伤心而且非常非常的奥脑的一个表情我猜这个人物出现该表情的原因可能是因为自己的想法不被别人理解或者说遇到了特别比较大的一个措置而对生活出现一种抱怨的一个表情这是人物出现该表情的原因,0
徒中是一个情景这个情景是一个男子正在写着躺在床上而门外的女子正在哭泣着我猜想徒中的情景应该是晚晚上晚归然后最早在床上然后女的因为一些可能是生活中的事情而发生一些特别不好的情感然后在那里很无助很绝望的在哭泣徒中的女子应该在想是否应该在将这场红阴继续下去我觉得结果应该就是女子几乎应该会选择黎 storytelling,0
"看有脑洞一点的,或是比较带点烧脑的那种聚集吧,节奏快一点的",0
看看每一句看音句然后时当运动还有花花,0
自己进预刀的高兴事情要发酵血精了,0
看资金允许吧如果如果是在如果是金条件一般的话想跟朋友取一下耳兵如果做主准备的话想去当不计导,0
最好的靈魂想不起想不起来了这个问题,0
最美好的回忆比较多他不许跟家人跟家人在一起的时候还有跟家人出去旅游出去玩这种时候是比较开心的,0
前世正常正常一向就是沒有太大的情緒波動,0
健康睡眠正常 飲食正常工作上还需要进一步多一些动力,0
"嗯,关心很好嗯,有开心的事情,一起分享然后,如果困难,有困难的事情的话自己解决的,先自己解决然后,无从下手的可能会跟家人亲诉一下",0
嗯嗯我的发小然后新鞭女张扬扬然后她比我早一年考到难大她在自然环境学院然后我们一直从初中高中都是一个班关系很友好,0
"在实验室里面找到切入点,一个切入点能够进行深入研究,然后出论文顺利毕业,找工作",0
"性格比較積極,然後,帶人介務也比較核善。",0
可能会互相不离彩一段时间然后冷静下来之后做沟通,0
睡不着的话就甩微博或者是听你一些音乐,0
"嗯,如果发生比较大的矛盾会觉得他们跟我带钩太深然后我觉得对的事情他们不一定觉得对然后就是会有一种不备理解然后嗯,就是想法不备他们认同的那种不快感然后有的时候就懒得跟他们继续真论下去了觉得反正说了你们也不懂",0
糟糕的经历嗯 比较糟糕的话就是去年啊 毕业的那段时间然后考验也没怎么好好复习没靠好工作把他也找到很一般就觉得恨不愿意盾盾的就好像觉得一时无成这辈子都干不了什么的那种感觉但是后面调整过来就好了,0
我很少感到这里去可能只是对某些事情比较有失望或者是内容,0
反正我是不会自杀我觉得一种消息的认识很官吧当然也有一些是迫不得已被生活所迫但是我总而言之认为自杀事件比较失败的事件,0
"北风和太阳,有一次北风和太阳正在争论谁比较有本事。他们正好看到有个穿着大衣的人走过,他们就说,谁可以让那个人脱掉那件大衣,就算谁比较有本事。于是,北风开始拼命地吹,怎知他吹得越厉害,那个人就越是用大衣包紧自己。最后,北风没办法,就放弃了。接着,太阳出来晒了一会儿,那个人觉得变得很热,立刻把大衣脱掉了。于是,北风只好认输了。",0
"不凡宝贝自在重奖,吉好,灰红高手,美好,优势团员。",0
"正中中央,因为总之,个集中间,中部,中间各国各项。",0
死心喪气不幸抓狂好哭暴散重创一御邪恶因恶,0
欢迎来到《大学》的节目欢迎小伙伴们欢迎小伙伴们欢迎小伙伴们欢迎小伙伴们,0
"债子,货物,山债,最早,宗教,术英,容如,商品,提字,谈起。",0
"心碎,强奸,愿恨,作剑,苦痛,七慘,绝望,优仇,痛恨,崩溃",0
图片上的女人是一个正在环瘦的样子她就看到了比较开心的事情,0
画面中是一个表情正常的女士应该是心态比较平静吧没有遇到什么打起大波的事情,0
这是一张比较真宁的面孔突中人物心许是遇到了令他比较恐慌或者是悲痛的东西,0
徒中的场景是一个男人倒在床上门后有一位女士在痛哭可能是由于男士促死家中然后造成女主发现了这个令人悲痛的事件所以也面痛哭结局的话就安藏男人然后,0
很具 电影 后来五大片后来五大片是因为看见它特别有有阵量吧 比如说Gunstreet那些我觉得能能找得到团队精神啊 或者是正义感或者是安全感,0
新去爱好打球打类球打排球爱好还有开书最近在看粉丝我觉得都不错,0
高尽上上年就先以来遇到特别好的睡觉我们四个经常一起吃饭一起上学然后出的很愉快,0
"嗯,去,还是去云南之前也去过,然后觉得还是没有完够这一次我想和我的家人一块去嗯,我想和他们一起嗯,多我想,就是愉快的时光",0
我妈妈送了吧生日礼物具体就不透露了但是觉得挺难得的应该她比较就是在我生日的时候应该是我给她送礼物但是我觉得她很用心我妈妈是一个特别用心的人,0
大一的架期因为我爸妈一年没有见我然后我们架期出去玩然后路上一起经历了很多也比较坎坷因为自驾油然后就出现问题比较多然后再是反正有家人在身边就是挺安全的所以也算比较充实然后也比较油有今年价值吧,0
这些情绪比较正常很大多数处于比较积极的状态因为演艺嘛要做得比较多,0
挺健康的吃得好睡的好觉得也不错,0
嗯很好因为现在在意地所以多打电话吧然后我们平常会用微信然后发一些照片发电语明什么的,0
好闺蜜吧我的闺蜜现在已经工作了今年要结婚我和她是打籃球认识的初中认识到现在出来籃球我们俩还有共同的宗教信仰,0
和我的室友一起努力来年再拿奖劫金然后能在工作上我还是想回我的家乡毕竟是从那里出来的嗯 还得回去,0
"我觉得我还是一个比较积极的人比较活泼,比较阳光",0
現在冷靜交流一下反正盡量不要爭吵,0
舒心情很聽歌明白了,0
天亮是我先道歉嘛很少和家人发生不一块,0
糟糕就是高考学后吧因为高考的时候是饭比阳然后实力把酸水然后没有考上理想的大学,0
"絕望好像沒有,失望倒是有但是很快會調整青菜不會影響自己太久那種忽能量",0
自杀很不应该啊嗯我觉得就是来这个世界上不容易应该好好活下去,0
"北风和太阳,有一次,北风和太阳正在争论谁比较有本事。他们正好看到有个穿着大衣的人走过,他们就说,谁可以让那个人拖掉那件大衣,就算谁比较有本事。于是,北风开始拼命地吹。怎知,他吹得越厉害,那个人就越是用大衣包紧自己。最后,北风没办法,就放弃了。接着,太阳出来晒了一会儿,那个人感觉变得很热,立刻把大衣拖掉了。于是,北风时候认输了。",0
不凡宝贝自在重奖吉好 灰红 高手 美好优胜 团员,0
"正中中央,因为总之,各集,中间,中部,中间各国,各项。",0
"死心,喪气,不幸,抓狂,豪枯,暴桑,重创,义玉,协恶,英恶。",0
欢唱绝家狂喜弥恋 酷爱 中情 贺喜 精英 超爽 甜蜜,0
